OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
113,113,2021,6/29/2021 5:00:00 AM,6/25/2021 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Threats Utter To Person,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
114,114,2021,7/1/2021 5:00:00 AM,7/1/2021 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Woodvale - Craig Henry - Manordale - Estates of Arlington Woods,Sector 15,West,5050135.03,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
115,115,2021,7/2/2021 5:00:00 AM,7/2/2021 5:00:00 AM,Friday,Unknown,Unknown,Dispute-Disturbance,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Sector 13,West,5050160.11,Ward 4 - Kanata North,Cathy Curry,Non-Criminal
116,116,2021,7/4/2021 5:00:00 AM,7/4/2021 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Orléans Village - Chateauneuf,Sector 31,East,5050125.07,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
117,117,2021,7/4/2021 5:00:00 AM,7/4/2021 5:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Harass Race/Religion,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050171.11,Ward 19 - Orléans South-Navan,Catherine Kitts,Non-Criminal
118,118,2021,7/5/2021 5:00:00 AM,7/1/2021 5:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
119,119,2021,7/6/2021 5:00:00 AM,7/5/2021 5:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Mischief To Property,Whitehaven - Queensway Terrace North,Sector 14,West,5050028.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
120,120,2021,7/7/2021 5:00:00 AM,7/7/2021 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
121,121,2021,7/7/2021 5:00:00 AM,7/6/2021 5:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
122,122,2021,7/7/2021 5:00:00 AM,7/7/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Multiple Races/Ethnicities,Mischief To Property,Britannia Village,Sector 14,West,5050029.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
123,123,2021,7/7/2021 5:00:00 AM,7/6/2021 5:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Rockcliffe - Manor Park,Sector 25,Central,5050059.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
124,124,2021,7/7/2021 5:00:00 AM,7/5/2021 5:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Hintonburg - Mechanicsville,Sector 21,Central,5050046.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
125,125,2021,7/7/2021 5:00:00 AM,7/7/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Black,"Disturbance Causing,Loiter Etc",West Centertown,Sector 22,Central,5050042.00,Ward 14 - Somerset,Ariel Troster,Criminal
126,126,2021,7/9/2021 5:00:00 AM,7/5/2021 5:00:00 AM,Monday,Religion,Catholic,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
127,127,2021,7/10/2021 5:00:00 AM,7/10/2021 5:00:00 AM,Saturday,Race/Ethnicity,Black,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
128,128,2021,7/11/2021 5:00:00 AM,7/9/2021 5:00:00 AM,Friday,Sexual Orientation,Unknown sexual orientation,Theft <$5000,Whitehaven - Queensway Terrace North,Sector 14,West,5050028.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
129,129,2021,7/11/2021 5:00:00 AM,7/11/2021 5:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Dispute-Disturbance,Woodroffe - Lincoln Heights,Sector 14,West,5050031.00,Ward 7 - Bay,Theresa Kavanagh,Non-Criminal
130,130,2021,7/14/2021 5:00:00 AM,7/14/2021 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Glebe - Dows Lake,Sector 22,Central,5050036.00,Ward 17 - Capital,Shawn Menard,Criminal
131,131,2021,7/15/2021 5:00:00 AM,7/14/2021 5:00:00 AM,Wednesday,Religion,Jewish,Threats Utter To Person,Billings Bridge - Alta Vista,Sector 34,East,5050006.00,Ward 18 - Alta Vista,Marty Carr,Criminal
132,132,2021,7/15/2021 5:00:00 AM,7/15/2021 5:00:00 AM,Thursday,Race/Ethnicity,Unknown race/ethnicity,Harass Crim Stalking,Civic Hospital-Central Park,Sector 21,Central,5050021.00,Ward 16 - River,Riley Brockington,Criminal
133,133,2021,7/19/2021 5:00:00 AM,7/19/2021 5:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Threats Utter To Person,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
134,134,2021,7/27/2021 5:00:00 AM,7/27/2021 5:00:00 AM,Tuesday,Race/Ethnicity,Multiple Races/Ethnicities,Mischief To Property,Crystal Bay - Lakeview Park,Sector 14,West,5050139.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
135,135,2021,7/27/2021 5:00:00 AM,7/1/2021 5:00:00 AM,Thursday,Unknown,Unknown,Information (General),Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
136,136,2021,7/29/2021 5:00:00 AM,7/29/2021 5:00:00 AM,Thursday,Race/Ethnicity,Black,Threats Utter To Person,Cummings,Sector 32,East,5050061.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
137,137,2021,8/2/2021 5:00:00 AM,7/31/2021 5:00:00 AM,Saturday,Sexual Orientation,LGBTQ2+,Mischief To Property,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
138,138,2021,8/3/2021 5:00:00 AM,7/30/2021 5:00:00 AM,Friday,Race/Ethnicity,Black,B&E Non-Res.Prop/Commercial,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.14,Ward 21 - Rideau-Jock,David Brown,Criminal
139,139,2021,8/3/2021 5:00:00 AM,7/2/2021 5:00:00 AM,Friday,Religion,Jewish,B&E Non-Res.Prop/Commercial,Greely,Sector 36,East,5050190.02,Ward 20 - Osgoode,Isabelle Skalski,Criminal
140,140,2021,8/5/2021 5:00:00 AM,8/5/2021 5:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Stittsville,Sector 13,West,5050151.08,Ward 6 - Stittsville,Glen Gower,Criminal
141,141,2021,8/5/2021 5:00:00 AM,8/5/2021 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,Blackburn Hamlet,Sector 31,East,5050125.03,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
142,142,2021,8/6/2021 5:00:00 AM,8/5/2021 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Billings Bridge - Alta Vista,Sector 34,East,5050005.00,Ward 18 - Alta Vista,Marty Carr,Criminal
143,143,2021,8/8/2021 5:00:00 AM,8/8/2021 5:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Assault Peace Officer,Sandy Hill - Ottawa East,Sector 24,Central,5050051.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
144,144,2021,8/9/2021 5:00:00 AM,8/6/2021 5:00:00 AM,Friday,Race/Ethnicity,Black,Mischief To Property,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Sector 31,East,5050170.13,Ward 1 - Orléans East-Cumberland,Matthew Luloff,Criminal
145,145,2021,8/10/2021 5:00:00 AM,8/10/2021 5:00:00 AM,Tuesday,Religion,Catholic,Mischief Hate Cultrl/Rel Prop,West Centertown,Sector 22,Central,5050041.00,Ward 14 - Somerset,Ariel Troster,Criminal
146,146,2021,8/11/2021 5:00:00 AM,8/10/2021 5:00:00 AM,Tuesday,Religion,Catholic,Mischief Hate Cultrl/Rel Prop,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
147,147,2021,8/15/2021 5:00:00 AM,8/15/2021 5:00:00 AM,Sunday,Race/Ethnicity,White,Assault Aggravated Lvl 3,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
148,148,2021,8/18/2021 5:00:00 AM,8/18/2021 5:00:00 AM,Wednesday,Race/Ethnicity,East and Southeast Asian,Dispute-Disturbance,Manotick East,Sector 36,East,5050126.04,Ward 20 - Osgoode,Isabelle Skalski,Non-Criminal
149,149,2021,8/20/2021 5:00:00 AM,8/19/2021 5:00:00 AM,Thursday,Sexual Orientation,LGBTQ2+,Mischief To Property,Lebreton Development,Sector 22,Central,5050047.00,Ward 14 - Somerset,Ariel Troster,Criminal
150,150,2021,8/20/2021 5:00:00 AM,8/20/2021 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Mischief To Property,Orléans Village - Chateauneuf,Sector 31,East,5050125.09,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
151,151,2021,8/21/2021 5:00:00 AM,8/21/2021 5:00:00 AM,Saturday,Race/Ethnicity,East and Southeast Asian,Assault Level 1,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
152,152,2021,8/21/2021 5:00:00 AM,8/19/2021 5:00:00 AM,Thursday,Race/Ethnicity,East and Southeast Asian,Robbery Business,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
153,153,2021,8/21/2021 5:00:00 AM,8/20/2021 5:00:00 AM,Friday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
154,154,2021,8/24/2021 5:00:00 AM,8/24/2021 5:00:00 AM,Tuesday,Race/Ethnicity,East and Southeast Asian,Harass Race/Religion,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non-Criminal
155,155,2021,8/26/2021 5:00:00 AM,8/26/2021 5:00:00 AM,Thursday,Religion,Muslim (Islam),Mischief To Property,Greenboro East,Sector 35,East,5050001.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
156,156,2021,8/27/2021 5:00:00 AM,8/27/2021 5:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Assault Level 1,Vanier North,Sector 25,Central,5050101.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
157,157,2021,8/29/2021 5:00:00 AM,8/29/2021 5:00:00 AM,Sunday,Race/Ethnicity,East and Southeast Asian,Mischief To Property,Centretown,Sector 23,Central,5050040.00,Ward 14 - Somerset,Ariel Troster,Criminal
158,158,2021,8/31/2021 5:00:00 AM,8/31/2021 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 4 - Kanata North,Cathy Curry,Criminal
159,159,2021,9/5/2021 5:00:00 AM,9/5/2021 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Orléans Chapel Hill South,Sector 31,East,5050125.10,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
160,160,2021,9/8/2021 5:00:00 AM,9/4/2021 5:00:00 AM,Saturday,Religion,Muslim (Islam),Mischief Hate Cultrl/Rel Prop,Island Park,Sector 21,Central,5050045.01,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
161,161,2021,9/8/2021 5:00:00 AM,9/7/2021 5:00:00 AM,Tuesday,Religion,Muslim (Islam),Mischief To Property,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Sector 17,West,5050131.02,Ward 9 - Knoxdale-Merivale,Sean Devine,Criminal
162,162,2021,9/8/2021 5:00:00 AM,9/7/2021 5:00:00 AM,Tuesday,Religion,Jewish,Mischief To Property,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
163,163,2021,9/9/2021 5:00:00 AM,9/8/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Other race/ethnicity,Mischief To Property,Stittsville,Sector 13,West,5050151.04,Ward 6 - Stittsville,Glen Gower,Criminal
164,164,2021,9/13/2021 5:00:00 AM,9/13/2021 5:00:00 AM,Monday,Race/Ethnicity,Black,Mischief To Property,Orléans Chapel Hill South,Sector 31,East,5050125.10,Ward 19 - Orléans South-Navan,Catherine Kitts,Criminal
165,165,2021,9/14/2021 5:00:00 AM,9/13/2021 5:00:00 AM,Monday,Race/Ethnicity,Indigenous/Aboriginal,Mischief To Property,Riverside South - Leitrim,Sector 35,East,5050126.08,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
166,166,2021,9/15/2021 5:00:00 AM,9/15/2021 5:00:00 AM,Wednesday,Sexual Orientation,Heterosexual,Mischief To Property,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
167,167,2021,9/17/2021 5:00:00 AM,9/16/2021 5:00:00 AM,Thursday,Race/Ethnicity,Black,Mischief To Property,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
168,168,2021,9/20/2021 5:00:00 AM,9/20/2021 5:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Threats Utter To Person,Centretown,Sector 23,Central,5050048.00,Ward 14 - Somerset,Ariel Troster,Criminal
169,169,2021,9/25/2021 5:00:00 AM,9/25/2021 5:00:00 AM,Saturday,Religion,Jewish,Harass Communications,Carleton University,Sector 22,Central,5050020.01,Ward 17 - Capital,Shawn Menard,Criminal
170,170,2021,9/25/2021 5:00:00 AM,9/25/2021 5:00:00 AM,Saturday,Race/Ethnicity,South Asian,Assault Level 1,Vanier North,Sector 25,Central,5050102.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
171,171,2021,9/29/2021 5:00:00 AM,9/29/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Multiple Races/Ethnicities,Assault Level 1,Cummings,Sector 32,East,5050122.03,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
172,172,2021,10/3/2021 5:00:00 AM,10/3/2021 5:00:00 AM,Sunday,Race/Ethnicity,Black,Mischief To Property,Carlingwood West - Glabar Park - McKellar Heights,Sector 14,West,5050025.00,Ward 7 - Bay,Theresa Kavanagh,Criminal
173,173,2021,10/4/2021 5:00:00 AM,10/4/2021 5:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Mischief To Property,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
174,174,2021,10/6/2021 5:00:00 AM,10/6/2021 5:00:00 AM,Wednesday,Religion,Muslim (Islam),Assault Level 1,Hintonburg - Mechanicsville,Sector 21,Central,5050045.01,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
175,175,2021,10/8/2021 5:00:00 AM,10/6/2021 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Mischief To Property,Cummings,Sector 32,East,5050122.01,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Criminal
176,176,2021,10/8/2021 5:00:00 AM,10/8/2021 5:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Assault With Weapon Or Cbh Lv2,Barrhaven,Sector 16,West,5050140.05,Ward 3 - Barrhaven West,David Hill,Criminal
177,177,2021,10/10/2021 5:00:00 AM,10/10/2021 5:00:00 AM,Sunday,Race/Ethnicity,East and Southeast Asian,Assault Level 1,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
178,178,2021,10/12/2021 5:00:00 AM,9/29/2021 5:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,"Suicide Counsel,Aid",Katimavik - Hazeldean,Sector 13,West,5050160.06,Ward 23 - Kanata South,Allan Hubley,Criminal
179,179,2021,10/14/2021 5:00:00 AM,10/12/2021 5:00:00 AM,Tuesday,Race/Ethnicity,Indigenous/Aboriginal,Theft <$5000,Bells Corners East,Sector 15,West,5050136.01,Ward 8 - College,Laine Johnson,Criminal
180,180,2021,10/15/2021 5:00:00 AM,10/14/2021 5:00:00 AM,Thursday,Religion,Catholic,Mischief To Property,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
181,181,2021,10/15/2021 5:00:00 AM,10/15/2021 5:00:00 AM,Friday,Race/Ethnicity,Black,Assault Level 1,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
182,182,2021,10/17/2021 5:00:00 AM,10/16/2021 5:00:00 AM,Saturday,Race/Ethnicity,Black,Mischief To Property,Hunt Club Park,Sector 33,East,5050001.07,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
183,183,2021,10/17/2021 5:00:00 AM,10/17/2021 5:00:00 AM,Sunday,Race/Ethnicity,Black,Assault Level 1,West Centertown,Sector 22,Central,5050035.00,Ward 15 - Kitchissippi,Jeff Leiper,Criminal
184,184,2021,10/18/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
185,185,2021,10/19/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
186,186,2021,10/20/2021 5:00:00 AM,10/20/2021 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Billings Bridge - Alta Vista,Sector 34,East,5050004.00,Ward 17 - Capital,Shawn Menard,Criminal
187,187,2021,10/20/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
188,188,2021,10/21/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
189,189,2021,10/21/2021 5:00:00 AM,10/20/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Multiple Races/Ethnicities,Mischief To Property,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
190,190,2021,10/22/2021 5:00:00 AM,9/14/2021 5:00:00 AM,Tuesday,Race/Ethnicity,Black,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
191,191,2021,10/22/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
192,192,2021,10/24/2021 5:00:00 AM,10/24/2021 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
193,193,2021,10/25/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
194,194,2021,10/27/2021 5:00:00 AM,10/27/2021 5:00:00 AM,Wednesday,Race/Ethnicity,Black,Mischief To Property,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
195,195,2021,10/30/2021 5:00:00 AM,10/30/2021 5:00:00 AM,Saturday,Race/Ethnicity,Multiple Races/Ethnicities,Assault Level 1,Centretown,Sector 23,Central,5050038.00,Ward 14 - Somerset,Ariel Troster,Criminal
196,196,2021,11/5/2021 5:00:00 AM,11/5/2021 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
197,197,2021,11/5/2021 5:00:00 AM,11/3/2021 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
198,198,2021,11/6/2021 5:00:00 AM,11/6/2021 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050140.03,Ward 24 - Barrhaven East,Wilson Lo,Criminal
199,199,2021,11/7/2021 5:00:00 AM,11/5/2021 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
200,200,2021,11/7/2021 5:00:00 AM,11/5/2021 5:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Mischief To Property,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
201,201,2021,11/7/2021 5:00:00 AM,11/7/2021 5:00:00 AM,Sunday,Religion,Jewish,Mischief To Property,Orléans North West,Sector 31,East,5050124.04,Ward 2 - Orléans West-Innes,Laura Dudas,Criminal
202,202,2021,11/8/2021 5:00:00 AM,11/4/2021 5:00:00 AM,Thursday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.21,Ward 24 - Barrhaven East,Wilson Lo,Criminal
203,203,2021,11/8/2021 5:00:00 AM,10/4/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050140.03,Ward 24 - Barrhaven East,Wilson Lo,Criminal
204,204,2021,11/8/2021 5:00:00 AM,11/8/2021 5:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen,Sector 17,West,5050134.00,Ward 8 - College,Laine Johnson,Criminal
205,205,2021,11/8/2021 5:00:00 AM,11/5/2021 5:00:00 AM,Friday,Religion,Jewish,Mischief To Property,Centrepointe,Sector 15,West,5050137.05,Ward 8 - College,Laine Johnson,Criminal
206,206,2021,11/9/2021 5:00:00 AM,11/6/2021 5:00:00 AM,Saturday,Religion,Jewish,Mischief To Property,Crestview - Meadowlands,Sector 17,West,5050133.00,Ward 8 - College,Laine Johnson,Criminal
207,207,2021,11/9/2021 5:00:00 AM,11/5/2021 5:00:00 AM,Friday,Race/Ethnicity,Black,Mischief To Property,Vanier North,Sector 25,Central,5050103.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
208,208,2021,11/10/2021 5:00:00 AM,11/1/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
209,209,2021,11/10/2021 5:00:00 AM,11/10/2021 5:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Assault Level 1,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
210,210,2021,11/10/2021 5:00:00 AM,10/18/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,New Barrhaven - New Development - Stonebridge,Sector 16,West,5050141.20,Ward 3 - Barrhaven West,David Hill,Criminal
211,211,2021,11/11/2021 5:00:00 AM,11/1/2021 5:00:00 AM,Monday,Religion,Jewish,Mischief To Property,Civic Hospital-Central Park,Sector 21,Central,5050034.00,Ward 16 - River,Riley Brockington,Criminal
212,212,2021,11/13/2021 5:00:00 AM,11/3/2021 5:00:00 AM,Wednesday,Religion,Jewish,Mischief To Property,Barrhaven,Sector 16,West,5050140.07,Ward 3 - Barrhaven West,David Hill,Criminal
213,213,2021,11/13/2021 5:00:00 AM,11/13/2021 5:00:00 AM,Saturday,Race/Ethnicity,Unknown race/ethnicity,Traffic Complaint - Person,Hunt Club East - Western Community,Sector 35,East,5050002.05,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non-Criminal
